source_file,source_experiment,source_seed,encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_511\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_511,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Falcon3-7B-Base,511,cuda:0,same_as_encoder_domain,ok,140.509,4958,6506,0.5711980637353772,0.5955603681645912,0.44372730939895116,0.5085529357374018,0.5915323245313071,"[[1732,747],[1379,1100]]",0.504303719643406,0.5047683923705722,0.45557946510913006,0.47891420261754725,0.5031270527174944,"[[1799,1454],[1771,1482]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_511\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_511,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Falcon3-7B-Base,511,cuda:0,same_as_encoder_domain,ok,116.94,4958,6506,0.5447761194029851,0.5435294117647059,0.5590964098426785,0.5512030224696759,0.5716813488242749,"[[1315,1164],[1093,1386]]",0.502920381186597,0.5029311940759025,0.5010759299108515,0.5020018478595627,0.5114884139675179,"[[1642,1611],[1623,1630]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_64\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_64,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,138.609,4958,6506,0.49717628075837034,0.49856909239574815,0.9838644614764018,0.6617826617826618,0.5416526657728876,"[[26,2453],[40,2439]]",0.5073778051029819,0.5126050420168067,0.30003074085459575,0.378514640294745,0.5074539248643617,"[[2325,928],[2277,976]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_64\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_64,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,139.704,4958,6506,0.5288422751109318,0.5181150240689131,0.8249294070189592,0.6364768129474012,0.5738203328288402,"[[577,1902],[434,2045]]",0.4987703658161697,0.49854227405247814,0.4205348908699662,0.4562281140570285,0.491597578493838,"[[1877,1376],[1885,1368]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_64\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_64,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,91.732,4958,6506,0.5338846308995563,0.5385321100917431,0.4735780556676079,0.5039708091865207,0.5482402320679671,"[[1473,1006],[1305,1174]]",0.5066092837380879,0.5079955373744887,0.419920073778051,0.4597778525748906,0.505034488252656,"[[1930,1323],[1887,1366]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_67\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_67,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,121.281,4958,6506,0.4987898346107301,0.499390243902439,0.991125453812021,0.6641438032166509,0.5711452603645532,"[[16,2463],[22,2457]]",0.4946203504457424,0.49066666666666664,0.2828158622809714,0.358814352574103,0.49900113485066966,"[[2298,955],[2333,920]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_67\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_67,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,142.413,4958,6506,0.5617184348527632,0.5503952569169961,0.6740621218233158,0.6059836808703536,0.5700153984067213,"[[1114,1365],[808,1671]]",0.5036889025514909,0.5043763676148797,0.42514601905932986,0.46138448707256047,0.49843937951668726,"[[1894,1359],[1870,1383]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBC__activation__halu_eval\seed_67\results.csv,GemmaToFalcon_BBC__activation__halu_eval,seed_67,GemmaToFalcon_BBC,GemmaToFalcon_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,93.864,4958,6506,0.537111738604276,0.7110091743119266,0.12505042355788623,0.21269296740994853,0.5739311466825571,"[[2353,126],[2169,310]]",0.5089148478327697,0.521044992743106,0.22071933599754073,0.3100842150723386,0.5106477890918445,"[[2593,660],[2535,718]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_104\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,50.56,23054,23600,0.508068014227466,0.5040693095300603,0.9993927301119112,0.6701375759867368,0.6775837996358127,"[[193,11334],[7,11520]]",0.46771186440677964,0.40670910871694416,0.14076271186440678,0.20914127423822715,0.4787602413099684,"[[9377,2423],[10139,1661]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_104\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,47.299,23054,23600,0.5590786848269281,0.5339278597050617,0.9297301986640062,0.6783126048292667,0.6174582593111285,"[[2172,9355],[810,10717]]",0.4843220338983051,0.4762516046213094,0.31440677966101693,0.3787646758550281,0.49981475509910944,"[[7720,4080],[8090,3710]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_104\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,46.019,23054,23600,0.5969029235707469,0.5679192508816734,0.8102715363928169,0.6677867944088943,0.6312978248367642,"[[4421,7106],[2187,9340]]",0.48822033898305084,0.45533419023136246,0.12008474576271186,0.19004828326180256,0.5107953102556737,"[[10105,1695],[10383,1417]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_123\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_123,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,123,cuda:0,same_as_encoder_domain,ok,47.99,23054,23600,0.5279344148520864,0.5143929912390488,0.9983516960180446,0.6789580813593321,0.6811601548437742,"[[663,10864],[19,11508]]",0.46161016949152545,0.39557399723374825,0.14542372881355933,0.21266575783864172,0.47736963157138756,"[[9178,2622],[10084,1716]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_123\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_123,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,123,cuda:0,same_as_encoder_domain,ok,45.246,23054,23600,0.5259824759260866,0.513343729115616,0.9995662357942222,0.6783233250912516,0.7095856485769068,"[[604,10923],[5,11522]]",0.5006779661016949,0.5009704027171276,0.35,0.41209339453202953,0.5091326953461649,"[[7686,4114],[7670,4130]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_123\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_123,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,123,cuda:0,same_as_encoder_domain,ok,44.663,23054,23600,0.6046673028541685,0.5600697037590241,0.9758827101587577,0.7116917626217892,0.6739910075227515,"[[2691,8836],[278,11249]]",0.4961440677966102,0.4927628439637347,0.26254237288135596,0.34256648421518215,0.5114456621660443,"[[8611,3189],[8702,3098]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_2\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_2,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,2,cuda:0,same_as_encoder_domain,ok,73.189,23054,23600,0.5218183395506203,0.5111574464309481,0.9995662357942222,0.6764118821181168,0.7049248226460574,"[[508,11019],[5,11522]]",0.4680508474576271,0.42791586998087955,0.18966101694915255,0.26283029947152087,0.4723864011778225,"[[8808,2992],[9562,2238]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_2\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_2,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,2,cuda:0,same_as_encoder_domain,ok,73.903,23054,23600,0.5442873254099072,0.5234874626178974,0.9870738266678234,0.6841440683061752,0.7477818400331044,"[[1170,10357],[149,11378]]",0.4942372881355932,0.48866288762920973,0.24838983050847457,0.3293628497583998,0.5008252765010055,"[[8733,3067],[8869,2931]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_2\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_2,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,2,cuda:0,same_as_encoder_domain,ok,72.751,23054,23600,0.5229895029062201,0.5117694084206786,0.9996529886353778,0.676967364803337,0.6853950399034847,"[[534,10993],[4,11523]]",0.4895762711864407,0.47434292866082606,0.19271186440677965,0.27407496685548993,0.5123181377477736,"[[9280,2520],[9526,2274]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_24\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_24,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,24,cuda:0,same_as_encoder_domain,ok,75.58,23054,23600,0.5281079205343975,0.514560488944814,0.9933200312310229,0.6779359957369964,0.6021956785103625,"[[725,10802],[77,11450]]",0.4635593220338983,0.4042316258351893,0.1538135593220339,0.22283609576427257,0.4712765081873025,"[[9125,2675],[9985,1815]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_24\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_24,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,24,cuda:0,same_as_encoder_domain,ok,95.409,23054,23600,0.5599462132384836,0.5336646204813408,0.9502906220178711,0.683492964777088,0.6240906897508649,"[[1955,9572],[573,10954]]",0.4848728813559322,0.46268032615513277,0.18754237288135595,0.2668998371826569,0.4924439852054008,"[[9230,2570],[9587,2213]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_24\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_24,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,24,cuda:0,same_as_encoder_domain,ok,91.62,23054,23600,0.54988288366444,0.526657394529439,0.9855122755270235,0.6864670513943862,0.6713904317448898,"[[1317,10210],[167,11360]]",0.49216101694915254,0.4724127646883388,0.1342372881355932,0.20906751138388438,0.4997075876185005,"[[10031,1769],[10216,1584]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_4\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_4,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,4,cuda:0,same_as_encoder_domain,ok,77.105,23054,23600,0.5186952372690206,0.5095468037035397,0.9978311789711113,0.6746041055718475,0.5652092214439387,"[[456,11071],[25,11502]]",0.46902542372881356,0.4204223818854779,0.16364406779661017,0.23558836088574392,0.4803017344153979,"[[9138,2662],[9869,1931]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_4\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_4,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,4,cuda:0,same_as_encoder_domain,ok,73.664,23054,23600,0.5599028368179058,0.5321387014195951,0.9918452329313785,0.6926572155579789,0.6900760243738531,"[[1475,10052],[94,11433]]",0.49309322033898306,0.4866808302010132,0.2523728813559322,0.3323846196774374,0.49409047328353917,"[[8659,3141],[8822,2978]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_4\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_4,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,4,cuda:0,same_as_encoder_domain,ok,74.712,23054,23600,0.5653682658107053,0.5351200186436728,0.9960093693068448,0.6961979261415318,0.6953217753341647,"[[1553,9974],[46,11481]]",0.49347457627118646,0.47747220596840256,0.13830508474576272,0.21448284925745828,0.5110017810973858,"[[10014,1786],[10168,1632]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_42\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_42,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,42,cuda:0,same_as_encoder_domain,ok,77.858,23054,23600,0.5117983863971545,0.50597539543058,0.999045718747289,0.6717414763613031,0.6486730710036895,"[[283,11244],[11,11516]]",0.4590677966101695,0.40206812652068125,0.1680508474576271,0.23703083911068612,0.4705285298764723,"[[8851,2949],[9817,1983]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_42\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_42,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,42,cuda:0,same_as_encoder_domain,ok,77.0,23054,23600,0.521297822503687,0.5108854697822907,0.9995662357942222,0.6761737089201878,0.6875109866298195,"[[496,11031],[5,11522]]",0.4750423728813559,0.44808743169398907,0.2154237288135593,0.29096320036627943,0.4864065570238437,"[[8669,3131],[9258,2542]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_42\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_42,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,42,cuda:0,same_as_encoder_domain,ok,77.045,23054,23600,0.5191723778953761,0.5098013127550115,0.9972239090830225,0.6746881878209832,0.5996926253590033,"[[474,11053],[32,11495]]",0.48067796610169494,0.4385775862068966,0.13796610169491524,0.20990201134605466,0.5097292767882792,"[[9716,2084],[10172,1628]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_420\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_420,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,420,cuda:0,same_as_encoder_domain,ok,80.74,23054,23600,0.5667996876897718,0.5444521417850133,0.8181660449379717,0.6538181566085479,0.682302290203509,"[[3636,7891],[2096,9431]]",0.47084745762711866,0.4094736842105263,0.13186440677966102,0.19948717948717948,0.48467545245619076,"[[9556,2244],[10244,1556]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_420\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_420,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,420,cuda:0,same_as_encoder_domain,ok,75.948,23054,23600,0.5495792487203955,0.5317517639868882,0.8303114426997484,0.6483099640994378,0.5637093162233178,"[[3099,8428],[1956,9571]]",0.49830508474576274,0.4960458679319889,0.2126271186440678,0.29766283070352356,0.5046964557598391,"[[9251,2549],[9291,2509]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_420\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_420,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,420,cuda:0,same_as_encoder_domain,ok,74.191,23054,23600,0.5347445128827969,0.5355968358368145,0.5227726208033313,0.529107033102116,0.5691089336242475,"[[6302,5225],[5501,6026]]",0.49427966101694915,0.47814826804791194,0.12516949152542373,0.19840150446638458,0.5197098642631428,"[[10188,1612],[10323,1477]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_511\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_511,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,511,cuda:0,same_as_encoder_domain,ok,81.411,23054,23600,0.5448078424568404,0.5240938564164762,0.97466817038258,0.6816527120495085,0.5672975625988881,"[[1325,10202],[292,11235]]",0.4635169491525424,0.4124466137888957,0.17186440677966103,0.2426272656577137,0.4723149166906061,"[[8911,2889],[9772,2028]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_511\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_511,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,511,cuda:0,same_as_encoder_domain,ok,77.033,23054,23600,0.5815042942656372,0.5478823709291065,0.9325930424221394,0.6902529857454732,0.6501043423616472,"[[2656,8871],[777,10750]]",0.4969491525423729,0.49447174447174447,0.27288135593220336,0.3516819571865443,0.49818957196207986,"[[8508,3292],[8580,3220]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_511\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_511,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,511,cuda:0,same_as_encoder_domain,ok,75.459,23054,23600,0.5128827969115989,0.5990660440293529,0.07790405135768197,0.13787808997389836,0.5539131126983378,"[[10926,601],[10629,898]]",0.4942372881355932,0.482940291018565,0.163135593220339,0.2438869884707969,0.5155431377477735,"[[9739,2061],[9875,1925]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_64\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_64,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,82.989,23054,23600,0.5219484688123536,0.5113249776186213,0.990977704519823,0.6745799746065492,0.5483732886474293,"[[610,10917],[104,11423]]",0.4689830508474576,0.4076224129227663,0.13686440677966102,0.20492323309224716,0.4635437877046826,"[[9453,2347],[10185,1615]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_64\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_64,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,84.474,23054,23600,0.5501431421879066,0.5272051209639461,0.9717185737832914,0.6835504836298172,0.620817871648227,"[[1482,10045],[326,11201]]",0.4815677966101695,0.45486615480390125,0.1857627118644068,0.26379445213310065,0.48690001077276646,"[[9173,2627],[9608,2192]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_64\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_64,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,64,cuda:0,same_as_encoder_domain,ok,80.409,23054,23600,0.5636332089875944,0.5357125468620673,0.9545415112344929,0.6862720638682717,0.6080246912418819,"[[1991,9536],[524,11003]]",0.502542372881356,0.5099206349206349,0.1306779661016949,0.208041014570966,0.5084446279804654,"[[10318,1482],[10258,1542]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_67\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_67,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,128.256,23054,23600,0.5433764205777739,0.5262632629477886,0.8691767155374338,0.6555864550956977,0.5825039802108695,"[[2508,9019],[1508,10019]]",0.4594491525423729,0.4127302571584899,0.19177966101694915,0.2618758317421744,0.46717324044814706,"[[8580,3220],[9537,2263]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_67\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_67,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,124.19,23054,23600,0.535308406350308,0.5184129569308722,0.9941008068014228,0.6814546103297553,0.7057593493044709,"[[882,10645],[68,11459]]",0.4811864406779661,0.4472934472934473,0.15966101694915255,0.23532350736947288,0.4991494434070669,"[[9472,2328],[9916,1884]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__belief_bank_constraints\seed_67\results.csv,GemmaToFalcon_BBF__activation__belief_bank_constraints,seed_67,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,gemma-2-9b-it,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,125.653,23054,23600,0.6211937190943003,0.6707823960880196,0.476012839420491,0.5568579692495053,0.6829737272403522,"[[8834,2693],[6040,5487]]",0.4971186440677966,0.4878571428571429,0.11576271186440679,0.18712328767123287,0.5041982332663028,"[[10366,1434],[10434,1366]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__halu_eval\seed_104\results.csv,GemmaToFalcon_BBF__activation__halu_eval,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,halu_eval,attn,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,70.816,4958,6506,0.5002016942315449,0.500100908173562,0.99959661153691,0.6666666666666666,0.5769262938168311,"[[2,2477],[1,2478]]",0.49938518290808487,0.49264705882352944,0.0411927451583154,0.07602836879432624,0.516883230774043,"[[3115,138],[3119,134]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__halu_eval\seed_104\results.csv,GemmaToFalcon_BBF__activation__halu_eval,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,halu_eval,mlp,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,65.172,4958,6506,0.5189592577652279,0.5103890362511052,0.9314239612747075,0.6594316721405112,0.5025541698309365,"[[264,2215],[170,2309]]",0.49692591454042423,0.4952335557673975,0.3193974792499231,0.38833862829377686,0.5017145137563198,"[[2194,1059],[2214,1039]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__halu_eval\seed_104\results.csv,GemmaToFalcon_BBF__activation__halu_eval,seed_104,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,halu_eval,hidden,gemma-2-9b-it,Falcon3-7B-Base,104,cuda:0,same_as_encoder_domain,ok,64.073,4958,6506,0.5036304961678096,0.5018526142445451,0.9834610730133119,0.664576802507837,0.5825317499590348,"[[59,2420],[41,2438]]",0.5053796495542576,0.5285481239804242,0.09960036889025516,0.16761510605276772,0.5129800494405174,"[[2964,289],[2929,324]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__halu_eval\seed_123\results.csv,GemmaToFalcon_BBF__activation__halu_eval,seed_123,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,halu_eval,attn,gemma-2-9b-it,Falcon3-7B-Base,123,cuda:0,same_as_encoder_domain,ok,75.034,4958,6506,0.5,0.5,0.99959661153691,0.6665770006724949,0.5564462338829711,"[[1,2478],[1,2478]]",0.4886258837995696,0.48267790262172283,0.31693821088226254,0.38263128595286694,0.49089426213869225,"[[2148,1105],[2222,1031]]"
results\cross_domain_one_for_all\GemmaToFalcon_BBF__activation__halu_eval\seed_123\results.csv,GemmaToFalcon_BBF__activation__halu_eval,seed_123,GemmaToFalcon_BBF,GemmaToFalcon_BBF,belief_bank_facts,belief_bank_facts,halu_eval,mlp,gemma-2-9b-it,Falcon3-7B-Base,123,cuda:0,same_as_encoder_domain,ok,63.993,4958,6506,0.5006050826946349,0.5003041979314541,0.9951593384429205,0.6658569500674764,0.5605625373345867,"[[15,2464],[12,2467]]",0.49108515216723025,0.49022911051212936,0.44727943436827544,0.46777045491078606,0.4977598771651016,"[[1740,1513],[1798,1455]]"
